Date,Gas_Consumption(Nm3),Online_hours,Grate_Feed(ton),Grate_Speed(rpm),Depth(mm),EP1_Temp(deg),EP2_Temp(deg),Grate_Zoon3_Temp(deg),Grate_Zoon4_Temp(deg),Amb_Temp(deg),KL1_Speed(rpm),AN1_Speed(rpm),730FN1_Damper,730FN1_Amp,AN1_Zoon3_Temp(deg)
7/30/2019,172976,24,12740.4,5.5239888,141.034787,122.0971524,103.8728705,796.0068783,856.098702,37.20380835,1.679923986,1.678528604,37.48125,184.3406755,179.9425508
7/31/2019,179528,24,12889.45,5.518466887,144.8002591,117.4557554,103.3279418,803.5121077,880.4292391,36.53119508,1.674576452,1.679270417,37.65833333,185.0184724,180.1451462
8/1/2019,180840,24,12751.42,5.431384035,147.2542259,115.8544546,105.1104755,799.5854764,891.9747618,37.25496916,1.680116835,1.645341481,37.62986111,184.2319292,176.5480437
8/2/2019,184568,24,12962.89,5.598238706,143.1822171,111.808903,102.9947165,809.5731678,889.5386814,37.3979028,1.680159158,1.691618566,37.58402778,184.7415018,186.8879279
8/3/2019,178728,23.88333333,12521.07,5.551346937,138.5553636,114.2566411,103.4627011,776.0489696,880.4388969,38.56232375,1.68019961,1.654119944,37.57430556,183.8063849,154.077942
8/4/2019,176160,23.8,12500.82,5.539752232,135.4010646,114.2637811,103.4263497,763.3207089,858.2340438,39.44528241,1.681162007,1.642445435,37.37847222,182.5593304,160.2307663
8/5/2019,180592,22.21666667,11404.28,5.030987129,143.4759394,117.8954155,106.7476311,740.0597764,881.3953484,37.4944588,1.66553166,1.473618944,33.58194444,173.8600169,168.0595982
8/6/2019,181392,23.93333333,13042.17,5.780098506,138.5233951,114.1765791,102.9351682,808.1949214,878.5156808,37.39486052,1.680351451,1.693190127,36.48611111,181.2060698,191.2405001
8/7/2019,173200,24,12669.53,5.500556012,142.5325752,117.9540832,104.4347898,790.9931723,861.085229,38.07917049,1.680334264,1.642865647,36.78541667,181.5045581,151.2789552
8/8/2019,175960,24,12924.86,5.598528284,143.8101988,115.9999654,101.5310078,790.2018909,866.4604971,36.55419322,1.690238603,1.663688829,36.93472222,183.8555976,152.0645935
8/9/2019,168152,14.16666667,6429.34,2.918400189,134.1359206,118.6310847,97.1863383,566.7660036,714.0712975,35.94491489,1.475189129,0.831466036,21.2,146.3595693,112.0917204
8/10/2019,188088,24,12949.42,5.693144479,140.9586577,114.6876862,100.8236754,810.1683074,901.2172878,33.76136274,1.680864959,1.616330062,37.06597222,185.1478461,174.2499862
8/11/2019,180608,24,12907.96,5.614006164,145.0865056,117.9320816,102.4590042,814.5651055,907.0475366,33.73294348,1.680658431,1.637260245,37.12847222,184.6842511,163.9207104
8/12/2019,183408,24,12405.51,5.532384041,140.9040538,119.5802818,101.8777561,750.7657998,880.7321884,34.40669065,1.680681207,1.719259475,36.10277778,183.2211854,167.0690226
8/13/2019,185480,23.88333333,12888.54,5.703962587,141.1864329,113.1236811,100.3392654,801.3727908,900.4240536,32.6403971,1.680609229,1.664653186,35.72152778,183.5133473,169.2277397
8/14/2019,183520,24,12978.88,5.757162001,143.1148779,113.7889075,101.2214086,807.6157908,883.123749,32.42375732,1.688805027,1.698416677,35.86944444,184.5519434,157.5145278
